dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
2021-07-21T09:16:54Z,0.74,8.660666666666668,47.2,3.7133333333333334,173.46666666666667,0.8463333333333333,0.13,277.6,-0.016666666666666666,180.33333333333334,0.9133333333333333,7.63,27.683333333333334,8.982,38.21105,-92.63097,198.03333333333333,995.9666666666667,2021-07-21,2021-07-21T09:16:54Z,149
2021-07-21T09:16:57Z,0.71,8.708333333333334,42.86666666666667,3.37,173.7,0.851,0.13,277.9,-0.03,181,0.8633333333333333,7.616666666666667,27.673,9.073666666666668,38.21105,-92.63097,197.83333333333334,996.0333333333333,2021-07-21,2021-07-21T09:16:57Z,149
2021-07-21T09:17:00Z,0.69,8.755333333333333,40.733333333333334,3.2066666666666666,173.9,0.8556666666666667,0.13,278.1333333333333,-0.03,181,0.8366666666666667,7.6033333333333335,27.663,9.166,38.21105,-92.63097,197.96666666666667,996.1,2021-07-21,2021-07-21T09:17:00Z,149
2021-07-21T09:17:03Z,0.6433333333333333,8.801,35.36666666666667,2.7866666666666666,174.2,0.86,0.13,278.3666666666667,-0.03666666666666667,181,0.8066666666666666,7.59,27.651333333333334,9.248333333333333,38.21105,-92.63098,197.93333333333334,996.0666666666667,2021-07-21,2021-07-21T09:17:03Z,149
2021-07-21T09:17:09Z,0.5766666666666667,8.885,33.03333333333333,2.6033333333333335,174.63333333333333,0.868,0.13,278.76666666666665,-0.06,181,0.7533333333333333,7.5633333333333335,27.621,9.306333333333333,38.21105,-92.63098,197.86666666666667,995.8333333333333,2021-07-21,2021-07-21T09:17:09Z,149
2021-07-21T09:17:12Z,0.5633333333333334,8.939333333333334,32.6,2.57,174.83333333333334,0.8736666666666667,0.13,278.93333333333334,-0.06333333333333334,181,0.7433333333333333,7.55,27.605,9.421333333333333,38.21105,-92.63098,197.76666666666668,995.8666666666667,2021-07-21,2021-07-21T09:17:12Z,149
2021-07-21T09:17:15Z,0.5466666666666667,9.022666666666668,32.3,2.5433333333333334,174.93333333333334,0.882,0.13,279.06666666666666,-0.06666666666666667,181,0.7266666666666667,7.536666666666667,27.583666666666666,9.520666666666667,38.21105,-92.63098,197.96666666666667,995.8,2021-07-21,2021-07-21T09:17:15Z,149
2021-07-21T09:17:18Z,0.5266666666666667,9.108333333333333,31.96666666666667,2.5166666666666666,175,0.89,0.13,279.1666666666667,-0.07666666666666667,181.33333333333334,0.6966666666666667,7.53,27.559666666666665,9.585333333333333,38.21105,-92.63098,198,995.8666666666667,2021-07-21,2021-07-21T09:17:18Z,149
2021-07-21T09:17:21Z,0.52,9.192,31.3,2.4733333333333336,175.1,0.8983333333333333,0.13,279.3333333333333,-0.08333333333333333,182,0.7066666666666667,7.52,27.53066666666667,9.669666666666666,38.21105,-92.63098,198.1,995.9,2021-07-21,2021-07-21T09:17:21Z,149
2021-07-21T09:17:24Z,0.5,9.274,30.7,2.4266666666666667,175.1,0.906,0.13,279.43333333333334,-0.08333333333333333,182,0.6966666666666667,7.51,27.497,9.796999999999999,38.21105,-92.63098,198.4,995.9333333333333,2021-07-21,2021-07-21T09:17:24Z,149
2021-07-21T09:17:27Z,0.49,9.357,30.1,2.3733333333333335,175.1,0.9143333333333333,0.13,279.56666666666666,-0.09,182,0.69,7.503333333333333,27.467000000000002,9.882,38.21105,-92.63097333333333,198.26666666666665,996.0333333333333,2021-07-21,2021-07-21T09:17:27Z,149
2021-07-21T09:17:33Z,0.46,9.512333333333334,28.866666666666667,2.28,175.2,0.9296666666666668,0.13,279.6,-0.10333333333333333,182,0.7333333333333333,7.49,27.430333333333333,9.934333333333333,38.21105,-92.63097,197.33333333333334,996.0333333333333,2021-07-21,2021-07-21T09:17:33Z,149
2021-07-21T09:17:36Z,0.4633333333333333,9.581666666666667,28.366666666666667,2.243333333333333,175.23333333333332,0.9363333333333334,0.13,279.6,-0.11,182,0.7566666666666667,7.48,27.418333333333333,10.011000000000001,38.21105333333333,-92.63097,197.43333333333334,995.9666666666667,2021-07-21,2021-07-21T09:17:36Z,149
2021-07-21T09:17:39Z,0.46,9.655333333333333,28,2.21,175.3,0.9436666666666667,0.13,279.6,-0.11,182,0.7766666666666667,7.47,27.408666666666665,10.121333333333334,38.21106,-92.63097,197.03333333333333,996.0666666666667,2021-07-21,2021-07-21T09:17:39Z,149
2021-07-21T09:17:42Z,0.46,9.733,27.6,2.18,175.3,0.9513333333333333,0.13,279.6,-0.10333333333333333,182,0.78,7.466666666666667,27.401666666666667,10.294333333333334,38.21106,-92.63097,196.7,996,2021-07-21,2021-07-21T09:17:42Z,149
